English,Danish
"Mrs Schroedter, you quite rightly pointed out that while it is chiefly up to the Member States and the regions to define their own priorities in development matters, European Union cofinancing of the programmes requires, and is the justification for, a situation where Community priorities as debated and approved in this House should also be taken into account in order to promote this Community aspect of economic and social cohesion which many of you forcefully pointed out.","Fru ordfører, De mindede med rette om, at selvom det primært er medlemsstaternes og regionernes opgave at fastsætte deres egne prioriteter med hensyn til udvikling, kræves det i de programmer, som Den Europæiske Union medfinansierer, at der også tages hensyn til Fællesskabets hovedmålsætninger i den udformning, de forhandles og vedtages her i Europa-Parlamentet med henblik på at fremme den økonomiske og sociale samhørigheds fællesskabsdimension, som mange af Dem kraftigt har understreget."
"So, ladies and gentlemen, I should like in a moment to return to the role and structure of the guidelines before mentioning the principal comments and criticisms that you, Mrs Schroedter, and the various Members of this House, have made.","Mine damer og herrer, jeg vil gerne vende tilbage til retningslinjernes rolle og struktur, inden jeg kommenterer de vigtigste bemærkninger og den kritik, som De, fru ordfører, eller De, mine damer og herrer, har fremsat."
"Regarding the role and structure of these guidelines, Mr Hatzidakis, Mrs Schroedter and Mrs McCarthy mentioned that the purpose of these guidelines is to assist national and regional authorities in preparing their programming strategy for each of Structural Fund Objectives 1, 2 and 3 as well as their links with the Cohesion Funds.","Med hensyn til retningslinjernes struktur og rolle mindede hr. Hatzidakis, ordføreren og fru McCarthy om, at disse retningslinjer har til formål at hjælpe de nationale og regionale myndigheder i udarbejdelsen af deres programmeringsstrategier for strukturfondenes mål 1, 2 og 3 og deres sammenkædning med Samhørighedsfonden."
"This means putting forward the Commission' s priorities, based on past experience in implementing the programmes, as well as current Community policies relating to structural operations.","Det drejer sig om at fremlægge Kommissionens prioriteter, der bygger på erfaringen fra iværksættelsen af programmerne, såvel som de aktuelle fællesskabspolitikker, der er forbundet med strukturpolitikken."
"The objective is that these priorities should contribute to the better use, to the optimum and efficient use, as some of you have wished, of Community involvement, including, Mr Bradbourn, using, if necessary, the performance reserve which is specifically intended to encourage the optimum and efficient use of European public monies.","Og formålet er netop, at disse prioriteter kan bidrage til en bedre anvendelse, til en optimal og effektiv anvendelse, som flere blandt Dem har ønsket, af fællesskabspolitikkerne, herunder, hr. Bradbourn, ved i rette tid at anvende resultatsreserven, som navnlig har til formål at fremme en optimal og effektiv anvendelse af de offentlige europæiske midler."
"When I speak of optimum utilisation, I am referring both to the national and regional levels.","Og når jeg taler om en optimal anvendelse, mener jeg både på nationalt og regionalt niveau."
"And so, Mr Seppänen, I shall also mention at this point, speaking of the national level, the link with the Cohesion Fund.","Derfor, hr. Seppänen, når jeg her taler om det nationale niveau, taler jeg ligeledes om forbindelsen til Samhørighedsfonden."
This is the purpose of these guidelines.,Dette er målene for disse retningslinjer.
"Regarding their content, as you know, ladies and gentlemen of this House, they are focused on three strategic priorities that your rapporteur pointed out very clearly but, at the same time, very passionately, as I understood her presentation just now.","Med hensyn til indholdet drejer retningslinjerne - som De ved, mine damer og herrer - sig om tre strategiske prioriteter, som Deres ordfører meget klart og samtidig med megen iver, der skinnede igennem ved hendes fremlæggelse, har mindet om."
"The first priority is to improve the competitiveness of regional economies in order to create, in all sectors, but especially in the private sector, as Mr Berend said, the maximum number of serious, worthwhile and permanent jobs, the competitiveness of regional economies, all regional economies, and in particular, Mr Evans, that of Wales, but not only of Wales.","Den første prioritet er forbedring af konkurrenceevnen i de regionale økonomier for at skabe det størst mulige antal varige arbejdspladser inden for alle sektorer, men navnlig i den private sektor, som hr. Berendt sagde."
,"Konkurrenceevnen i de regionale økonomier, i alle regionale økonomier og især, hr."
"And, because there are a number of you who have just pointed out what appeared to you to be an omission, let me also add the regional economies of the European regions handicapped by their distance from the centre, be they remote regions, island regions or, of course, the most remote regions which are, naturally, the most distant.","Evans, i Wales, men ikke kun i Wales. Og jeg vil gerne tilføje, eftersom flere blandt Dem for et øjeblik siden igen fremhævede dette, som De mener bliver glemt, økonomierne i de europæiske regioner, der møder forhindringer på grund af deres fjerne beliggenhed, hvad enten det drejer sig om randområder, øregioner eller naturligvis regionerne i Fællesskabets yderste periferi, der er de mest isolerede."
"Perhaps I may inform Mr Ribeiro e Castro, who asked me about this, that, as I wrote to the presidents of each of these most remote regions, the Commission did indeed request an extension of several weeks before publishing its anticipated report.","I denne forbindelse vil jeg gerne sige til hr. Ribeiro e Castro, som har rettet en forespørgsel til mig, at Kommissionen - som jeg skrev til myndighederne i alle regionerne i den yderste periferi - har ansøgt om nogle ugers ekstra frist med hensyn til offentliggørelsen af den ventede rapport."
"Concerning the most remote regions, it was only quite belatedly that we received the memorandums from the various governments, but this is not necessarily an excuse, just an explanation.","Vi modtog først temmeligt sent memorandummet fra de forskellige myndigheder i randområderne, dette er ikke nødvendigvis en undskyldning, men det er en forklaring."
We must therefore take these memorandums into consideration and produce an extremely thorough piece of work.,Vi skal således tage disse memorandummer i betragtning og udføre et meget seriøst arbejde.
"I myself took part in a meeting of the most remote regions on 23 November and, within the College, we considered that we would need several more weeks before being able to produce a report that dealt appropriately with the extremely serious problems and lived up to the expectations of these most remote regions. I would thank you for your understanding in this matter.","Jeg deltog selv i et møde med regionerne i Fællesskabets yderste periferi den 23. november, og vi vurderede inden for kommissærkollegiet, at vi havde brug for nogle ekstra uger til at udarbejde en rapport, der lever op til de meget alvorlige og omfattende problemer i samt forventningerne hos disse regioner i Fællesskabets yderste periferi, og jeg takker for Deres forståelse i denne forbindelse."
"So that is the first priority, the competitiveness of regional economies.","Dette var, hvad jeg ville sige om den første prioritet, nemlig konkurrenceevnen i de regionale økonomier."
"The second priority, which several of you have stressed, Mr Puerta in particular, but there were others, not that I am mentioning them in any order of priority, is the strengthening of social cohesion and of employment, particularly by raising the profile of human resources far more so than in the past.","Den anden prioritet, som mange blandt Dem har understreget, bl.a. hr. Puerta, men også mange andre - og jeg opstiller i øvrigt ikke prioriteterne i en prioriteret rækkefølge - omhandler social samhørighed og beskæftigelse, bl.a. ved en bedre udnyttelse end tidligere af de menneskelige ressourcer."
"Ladies and gentlemen, we now have a European Union where the disparities between countries are observed to be less great, proving the effectiveness and worth of the Cohesion Fund, but where, at the same time, in relation to unemployment - as you wrote, Mrs Schroedter - an increasing gap exists between the 15 or 20 richest regions and the 15 or 20 poorest or most disadvantaged regions. This is a situation which is, as it should be, unjustifiable and intolerable.","Mine damer og herrer, en situation, hvor man kan konstatere, at skellene mellem landene i Unionen mindskes, hvilket i øvrigt er et bevis på Samhørighedsfondens effektivitet og anvendelighed, men hvor man samtidig kan konstatere, at forskellen mellem de 15-20 rigeste og de 15-20 fattigste eller dårligst stillede regioner med hensyn til arbejdsløshed øges - ordføreren gør opmærksom på dette - kan ikke retfærdiggøres eller accepteres."
"As far as I am concerned - taking into account my own concept of the construction of Europe and regional development policy in particular - this is a situation which I find unacceptable and I have every intention, as far as possible, with your support, of dedicating all the appropriations for which I am responsible to this improved social, human and territorial cohesion, particularly in order to prevent what I once called in this House a two-speed Europe, a Europe of wealthy districts but, at the same time, a Europe of impoverished areas.","For mit vedkommende - med hensyn til min opfattelse af den europæiske opbygning og navnlig den regionale udviklingspolitik - er det en situation, som jeg ikke kan tolerere, og det er min hensigt - i den udstrækning det er mig muligt og med støtte fra Dem - at stille alle de bevillinger, jeg har ansvaret for, til rådighed for en højere grad af social, menneskelig og territorial samhørighed, således at der ikke opstår det, jeg på et tidspunkt over for Dem kaldte et Europa med to hastigheder, et Europa med rige kvarterer og fattige forstæder."
"The third objective is urban and rural development, within the scope of a balanced territorial policy.",
"In fact, the guidelines take two horizontal principles into account. The first is rural development, and let me say, Mrs Schroedter, that I am including in rural development the matter of sustainable transport, an issue I have been involved in personally for a long time.",Det tredje mål er udvikling af byområder og landdistrikter med henblik på en afbalanceret territorial udvikling.
"I particularly remember the time when I was Minister for the Environment in my own country. The second principle is that of equal opportunities, particularly for men and women, as well as the European strategy for employment and the context of economic and monetary Union.","I øvrigt tages der i retningslinjerne hensyn til to horisontale principper: udviklingen af landdistrikter og - fru ordfører - i forbindelse med udviklingen af landdistrikterne omtaler jeg også spørgsmålet om en bæredygtig transportsektor, som længe har optaget mig personligt - især på det tidspunkt, hvor jeg var miljøminister i mit hjemland - og dernæst princippet om lige muligheder for mænd og kvinder samt den europæiske strategi for beskæftigelse og rammerne for Den Økonomiske og Monetære Union."
"Finally, and in order to respond to the concerns which you have expressed in this House, particularly yourself, Mrs Schroedter, in these guidelines we recall the importance and the definition of integrated strategies, for development or redevelopment, which, of all the priorities, offer the maximum opportunity to synergy, to the measures undertaken and to the establishment of a decentralised partnership. You expressed some concern about what might look like a lack of reference to this partnership, yet there is a clear reference to it on page 5 of the guidelines.","Endelig, og for at svare på de bekymringer, som nogle blandt Dem har givet udtryk for - navnlig Dem, fru ordfører - mindes der i disse retningslinjer om vigtigheden af samt definitionen på de integrerede strategier til udvikling eller omstilling, der blandt alle disse prioriteter giver den største chance for synergierne, for de trufne forholdsregler og for oprettelsen af et decentraliseret partnerskab."
"However, I do wish to mention - since you have asked me to do so - that, as far as I am concerned, this partnership - and I spent long enough as a regional administrator within my own country to be able to say this most sincerely - is a tool, one used to involve local brainpower, be it in the public sector, in the form of elected representatives, the social and educational sectors, associations, or in the private sector; a decentralised partnership, and let me mention in this connection, in response to Mrs Angelilli, the territorial pacts, which are one of the means available to this decentralised partnership.","De er bekymret over det, som kunne fremstå som en manglende reference til dette partnerskab, men dette fremgår tydeligt på side 5 i disse retningslinjer, og jeg vil gerne minde om - eftersom De opfordrer mig hertil - at for mit vedkommende er dette partnerskab - og jeg har været en drivende kraft i en region i mit hjemland tilstrækkeligt længe til at sige det ærligt - et redskab og en forstærkende effekt til den regionale forståelse, hvad enten det drejer sig om den offentlige sektor - de folkevalgte, ungdomssektoren, foreningerne - eller den private sektor. Et decentraliseret partnerskab, og jeg kommer naturligvis ind på dette emne for at svare fru Angelilli, de regionale pagter, som er et af midlerne for dette decentraliserede partnerskab."
"These are the reasons why the guidelines are presented according to thematic priorities, since they must be taken into consideration, under each of the objectives, to different extents in accordance with the specific situations of each of the Member States and regions.","Dette er grunden til, at retningslinjerne er inddelt efter tematiske prioriteter, for de skal tages i betragtning i forbindelse med hvert enkelt mål på forskellige niveauer alt efter medlemsstaternes og regionernes specifikke situationer."
"I should now like to respond briefly to a few of the comments you have made, ladies and gentlemen, and firstly on procedure.","Jeg vil gerne nu svare hurtigt på nogle af de bemærkninger, De har fremsat, mine damer og herrer, for det første om proceduren."
It is true that consultation with Parliament has only come about at a late date.,"Det er sandt, at høringen af Europa-Parlamentet skete på et sent tidspunkt."
"Let me remind you that when the guidelines were adopted by the Commission, in the form of a draft in February 1999, in line with a new procedure intended to make it easier to present comments on this text, my predecessor, Mrs Wulf-Mathies, presented them to Parliament immediately.","Tillad mig at minde om, at da retningslinjerne var vedtaget som udkast af Kommissionen i februar 1999, blev de ifølge en ny procedure, der skulle lette fremsættelsen af kommentarer til denne tekst, øjeblikkeligt forelagt Europa-Parlamentet af min forgænger Monica Wulf-Mathies."
"Due to the elections to the European Parliament taking place around this time, however, Parliament was not able to undertake its examination of these guidelines until after the text had been definitively adopted, in July 1999.",Men på grund af det kommende valg til Europa-Parlamentet kunne Parlamentet ikke behandle retningslinjerne før efter den endelige vedtagelse af teksten i juli 1999.
"Here in this Chamber, ladies and gentlemen, among you, I wish to assure you that in the negotiations for the programmes which are only just beginning - Mr Hatzidakis asked me a question about this - as far as Member States are concerned, your observations will certainly be taken into consideration.","Jeg vil, mine damer og herrer, her blandt Dem gerne forsikre Dem om, at Deres bemærkninger vil blive taget i betragtning i forhandlingerne om programmerne, som kun lige netop er indledt for størstedelen af medlemsstaternes vedkommende - det var hr. Hatzidakis, der havde et spørgsmål i denne forbindelse."
"And let me assure you, furthermore, that when the Commission adopts the guidelines with what we call the mid-term review in mind, in line with the regulations, then the point of view of this House, as expressed in this report, will also be taken into account.","Jeg kan desuden forsikre Dem for, at når Kommissionen vedtager retningslinjer med henblik på det, man kalder midtvejsrevisionen, som det fastsættes i forordningen, vil der ligeledes blive taget hensyn til Europa-Parlamentets synspunkter, som er udtrykt i denne betænkning."
Now to the form.,Og nu til indholdet.
"On the subject of the role of the guidelines, Mrs Schroedter, you pointed out that this is the context in which guidelines on a number of European objectives, often very precise ones, should be provided.","Med hensyn til retningslinjernes rolle, fru ordfører, har De understreget, at det er inden for denne ramme, at man skal fremsætte retningslinjer for et bestemt antal europæiske mål, der ofte er meget præcise."
"I shall not list them all, but they include implementing intersectoral policies, increasing efficiency in the use of public funds, assisting the various partners in drawing up regional or national programming together, etc.","Jeg vil ikke opremse alle: iværksættelsen af tværsektorielle politikker, en øget effektivitet i forbindelse med anvendelsen af offentlige midler, hjælp til de forskellige partnere, så de sammen kan udarbejde de regionale og nationale programmer osv."
"The Commission takes note of these, but several of these guidelines or these questions are related more to other documents, such as the Guide to the Reform of the Structural Funds or the methodological working document.","Kommissionen bemærker sig dette, men flere af disse retningslinjer eller disse spørgsmål henhører snarere under andre dokumenter, f.eks. Vademecum eller det metodologiske arbejdsdokument."
"Drawing to a close, I should like to focus on a number of challenges which you reiterated, Mrs Schroedter.","Jeg vil gerne som afslutning koncentrere mig om visse forespørgsler, som De har gentaget, fru ordfører."
"I am thinking, for example, of the idea that these guidelines are not specific enough in their recommendations.","Jeg tænker f.eks. på idéen om, at retningslinjerne ikke er tilstrækkeligt specifikke i deres anbefalinger."
This claim that your report makes must be seen in the context of last spring' s negotiations.,"Dette slås fast i Deres betænkning, men forhandlingsperspektiverne sidste forår skal tages i betragtning i denne forbindelse."
"The Commission kept to the actual text of Article 10 of the Structural Funds regulations, which stipulates that the aim of these guidelines is to provide Member States with broad, indicative guidelines on relevant and agreed Community policies.","Kommissionen har holdt fast ved selve teksten i artikel 10 i forordningen om vedtagelse af generelle bestemmelser for strukturfondene, hvori det fastsættes, at disse retningslinjer skal give medlemsstaterne ""generelle og vejledende retningslinjer vedrørende relevante og aftalte fællesskabspolitikker""."
"I actually quoted the text itself, in quotation marks.",Dette er et citat fra selve teksten.
"Moreover, the guidelines may not substitute for the programming or the ex ante assessments which must be the tool used to specify priorities and the effectiveness of these programmes.","Desuden kan retningslinjerne ikke erstatte programmeringen eller de forudgående vurderinger, som skal tjene til at præcisere programmernes effektivitet og prioriteter."
"You then mentioned, Mrs Schroedter, the section of the guidelines relating to urban and rural development, pointing out that urban development was not sufficiently taken into consideration.","De nævner dernæst, fru ordfører, retningslinjerne for udvikling af landdistrikter og byområder, idet De understreger, at der ikke skulle være taget tilstrækkeligt hensyn til udviklingen af byområder."
I find the opposite the case.,"Jeg mener, at det modsatte er tilfældet."
"I wish to confirm the great importance the Commission attaches, and shall attach, to the urban dimension of our cohesion policy.","Jeg vil gerne understrege over for Dem, at Kommissionen tillægger og vil tillægge denne bydimension i samhørighedspolitikken stor betydning."
"Indeed, I had occasion recently to say as much to all the ministers responsible for urban policy at a meeting in Tampere.",Jeg har desuden for nyligt haft lejlighed til at give udtryk for dette over for alle ministrene med ansvar for byplanlægning på et møde i Tampere.
"As regards rural development, which a number of you brought up, particularly Mrs Redondo Jiménez, the guidelines are in line with the twofold objective mentioned by your rapporteur: a strong agricultural sector linked with increased competitiveness in rural areas, but also protection of the environment and Europe' s rural heritage.","Hvad angår udviklingen af landdistrikter, som flere blandt Dem har nævnt, og navnlig fru Redondo Jiménez, opfylder retningslinjerne den dobbelte målsætning, som ordføreren nævner: en stærk landbrugssektor, der er forbundet med en øget konkurrenceevne i landbrugszonerne, men også bevarelsen af miljøet og af landdistrikternes arv i Europa."
"It must, however, be stressed that the guidelines under discussion are related only to the Structural Funds, whose Objectives 1 and 2 specifically adopt the diversification of rural society as a priority.","Det skal dog understreges, at de retningslinjer, som vi taler om, kun vedrører de strukturfonde, for hvilke mål 1 og 2 især har landbrugets forskellighed som prioritet."
"And indeed, on the subject of the balance of rural society, let us not forget that there is also the new rural development policy cofinanced by the EAGGF Guarantee Section, aimed at promoting reform in European agriculture and supporting the multifunctional aspect of agriculture.","Imidlertid med hensyn til denne balance i landbruget er der også, og det må vi ikke glemme, den nye politik til udvikling af landdistrikterne, der er medfinansieret af EUGFL ""Garantifonden"", hvis rolle det er at fremme den europæiske landbrugsreform og støtte den multifunktionelle dimension i landbruget."
"At this stage, I would simply like to say that I would like to see it integrated into the programming for Objective 2 rural areas, in the way that the EAGGF Guidance Section is for Objective 1 regions.","Jeg vil blot på dette stadium sige, at jeg ønsker, at den medtages i programmeringen for landdistrikterne inden for mål 2, ligesom EUGFL's ""retningslinjer"" er det for regionerne inden for mål 1."
"In any event, I appreciate the vigilance of your Committee on Agriculture and Rural Development in this matter.","Under alle omstændigheder har jeg indset, hvor opmærksomt Udvalget om Landbrug og Udvikling af Landdistrikter er i denne forbindelse."
"Before concluding, I should like to tell Mr Savary that we are going to have a special debate tomorrow on the consequences of the storms which have struck France, Austria and Germany, in particular, in the last few weeks, and at the same time we shall once again be discussing, together with my fellow Commissioner, Mrs de Palacio, what lessons we might draw in the matter of the oil spillage which has also affected the coasts of France.","Inden jeg afslutter, vil jeg gerne sige til hr. Savary, at vi i morgen skal have en specifik debat om konsekvenserne af den storm, der især har ramt Frankrig, Tyskland og Østrig i de seneste uger, samtidig med at vi igen med min kollega, fru de Palacio, drøfter de erfaringer, vi kan drage i forbindelse med den olieforurening, der har ramt de franske kyster."
"I shall therefore reserve the right, if you permit, sir, to give you my own opinion, which, to a great extent, matches your own recommendation regarding what action we might take to combat the oil spillage using Objective 2.","Jeg vil altså, hvis De tillader det, hr. parlamentsmedlem, vente med at indvie Dem i min holdning, men jeg tilslutter mig i stor udstrækning Deres anbefaling med henblik på at bekæmpe denne sorte tidevandsbølge i medfør af mål 2."
"I shall remind you that the Commission is going to be approving the Objective 2 zoning plans for France, Sweden, Austria and Luxembourg tomorrow.","Jeg minder om, at Kommissionen i morgen vil godkende kortet til støtteinddeling i medfør af mål 2 for Frankrig, Sverige, Østrig og Luxembourg."
"We shall then have an appropriate tool for working, particularly in the majority of the regions affected by the storms.","Vi får således et arbejdsredskab, bl.a. med henblik på en stor del af de departementer, der er ramt af stormen."
"Indeed, this is my reason for paying a personal visit the day after tomorrow to two of the French departments which have been severely disabled by the storms.","Det er i øvrigt af denne grund, at jeg personligt i overmorgen tager til to franske departementer, som er blevet hårdt ramt af uvejret."
"In conclusion, with thanks for your understanding, Mr President, I should like to thank you, Mrs Schroedter, for the quality of your work and that of the committee, and to tell you that I am very pleased, apart from a few differences in our assessments of the role of the guidelines. We have discussed this and I have attempted to clarify my point of view.","Som konklusion vil jeg, idet jeg takker Dem for Deres forståelse, hr. formand, også takke Dem, fru ordfører, for kvaliteten af Deres arbejde og for det arbejde, Deres udvalg har udført, og sige, at jeg - på trods af nogle få uoverensstemmelser i vurderingen af retningslinjernes rolle - det har vi talt om, og jeg har forsøgt at belyse min holdning - er meget glad for Europa-Parlamentets støtte til Kommissionens udarbejdelse af retningslinjerne, der er forelagt medlemsstaterne med henblik på udarbejdelsen af deres egne programmer."
"I am very pleased with the level of support offered by your House to the Commission in establishing these guidelines, which have been submitted to the Member States for information when establishing their own programmes.","Dette kan kun styrke dette koncept, der er baseret på et vist antal gode praksiser, der er draget af erfaringen fra programmerne 1994-1999."
This can only reinforce the concept based on a number of elements of good practice drawn from our experience of the current 1994-1999 programmes.,"Jeg synes, at dette lover godt for samarbejdet mellem vores to institutioner her ved begyndelsen af programperioden 2000-2006, for en god fælles arbejdspraktik, der er styrket, hr."
"I feel this augurs well for effective cooperation between our two institutions, at this time when programming for the period 2000-2006 is being undertaken, good joint working practice, which is, Mr Hatzidakis, backed up by something I am very attentive to: observance of the code of conduct which links our two institutions.","Hatzidakis, af den respekt, over for hvilken jeg er meget lydhør, og for den adfærdskodeks, der er forbinder vores to institutioner."
The debate is closed.,Forhandlingen er afsluttet.
The vote will take place tomorrow at 12 p.m.,Afstemningen finder sted i morgen kl. 12.00.
Social and economic situation and development of the regions of the Union,Den socioøkonomiske situation og regionaludviklingen i Unionen
"The next item is the debate on the report (A5-0107/1999) by Mr Berend, on behalf of the Committee on Regional Policy, Transport and Tourism, on the sixth periodic report on the social and economic situation and development of the regions of the European Union [SEC(99)0066 - C5-0120/99 - 1999/2123(COS)].","Næste punkt på dagsordenen er betænkning (A5-0107/1999) af Berend for Udvalget om Regionalpolitik, Transport og Turisme om den sjette periodiske rapport om den socioøkonomiske situation og regionaludviklingen i Den Europæiske Union (SEK(1999) 66 - C5-0120/1999 - 1999/2123(COS))."
"Mr President, Commissioner, this sixth periodic report on the social and economic situation and development of the regions of the European Union constitutes a milestone in the analysis of regional data and highlights the progress made in this area since the issue of the fifth periodic report.","Hr. formand, hr. kommissær, kære kolleger, denne sjette periodiske rapport om den socioøkonomiske situation og regionaludviklingen i Den Europæiske Union markerer et nyt skridt i forbindelse med analysen af regionale oplysninger og belyser de fremskridt, der er gjort inden for dette område siden den femte periodiske rapport."
"I consider, however, that the mention of any real convergence of average regional development levels in Europe offers a somewhat over-simplified view of the situation and, unfortunately, this is often the message taken up in the press and in some speeches.","Dog mener jeg, at henvisningen til en egentlig konvergens med hensyn til regional udvikling i Europa giver en lidt ufuldstændig opfattelse af situationen, og det er desværre ofte det budskab, der gentages i pressen og i visse taler."
"The Commission report generally relativises this observation, particularly when it refers to the social and economic situation of some regions of the Union in which I have a special interest, by which I mean the French overseas departments and, more generally, the most remote regions.","I Kommissionens rapport sættes denne konstatering i høj grad i perspektiv, bl.a. når rapporten omtaler den socioøkonomiske situation i visse dele af Unionen, der ligger mig særligt på sinde. Jeg taler her om de franske oversøiske departementer og mere generelt om regionerne i Fællesskabets yderste periferi."
"In this respect, I am pleased to see that the Committee on Regional Policy, Transport and Tourism has adopted one of my amendments calling on the Commission to devote a specific chapter in its next report on cohesion to the special case of the most remote regions and, more specifically, to consideration of the impact of the measures shortly to be adopted under new Article 299(2) of the Treaty of Amsterdam.","I denne forbindelse glæder jeg mig over, at Udvalget om Regionalpolitik, Transport og Turisme har vedtaget et af mine ændringsforslag, der opfordrer Kommissionen til - i sin næste rapport om samhørighed - i et særligt afsnit at behandle de særtilfælde, som regionerne i Fællesskabets yderste periferi udgør, og mere præcist foretage en undersøgelse af konsekvenserne af de foranstaltninger, der snart skal vedtages i medfør af den nye artikel 299, stk. 2, i Amsterdam-traktaten."
"Finally, in my view, this sixth periodic report presents interesting arguments from the viewpoint of a real project for the balanced sustainable development of Europe, particularly when it outlines the importance of relations between the central areas of Europe and its more remote regions.","Endelig forekommer det mig, at den sjette periodiske rapport fremsætter interessante argumenter med henblik på et sandt bæredygtigt og afbalanceret udviklingsprojekt for Europa, bl.a når den sammenfatter vigtigheden af forholdet mellem det centrale Europa og områderne i den yderste periferi."
"Even if the Commission is still reluctant to say so in too explicit a fashion, its periodic report demonstrates the urgent need to promote polycentric development of the Community area through the Union' s structural policies and within the scope of the approach initiated by the SEC.","Selvom Kommissionen stadig tøver med at sige dette lige ud, viser dens periodiske rapport, hvor vigtigt det er at fremme en flersidet udvikling af det europæiske territorium gennem Unionens strukturpolitikker og inden for rammerne af det skridt, der er taget af ENS."
"Mr President, the Group of the Party of European Socialists in this Parliament agrees with the report that Mr Berend has just presented and congratulates the author, both on the quality of his conclusions and on his flexibility, which ensured that the different groups were able to incorporate amendments in committee.","Hr. formand, De Europæiske Socialdemokraters Gruppe i Parlamentet er enige i den betænkning, som hr. Berend netop har forelagt, og den lykønsker forfatteren med såvel konklusionernes kvalitet som hans fleksibilitet, der har gjort det muligt at indarbejde ændringsforslag fra de forskellige grupper under udvalgsarbejdet."
"It must be remembered that, currently, the European Union' s overall competitiveness is, in general terms, 81% of that of the United States of America and that this figure will only improve if the figure for our competitive units, that is the regions, also improves. Furthermore, this is at a time when technological development, economic globalisation and our problems, which are enlargement and the single currency, demand that the regions, as well as businesses and individuals, make more of an effort to be competitive.","Det er værd at huske på, at Den Europæiske Unions samlede konkurrenceevne i øjeblikket er 81% af USA's, og at dette tal kun kan forbedres, hvis tallene for vores konkurrencedygtige enheder, som er regionerne, bliver bedre, og det tillige i en tid, hvor den teknologiske udvikling, den økonomiske globalisering og vores problemer, udvidelsen og den fælles valuta, kræver, at regionerne, men også virksomhederne og de enkelte mennesker, er mere konkurrencedygtige."
The European Commission' s sixth report presents very valuable conclusions.,Den sjette rapport fra Europa-Kommissionen indeholder meget værdifulde konklusioner.
"I shall summarise two of those highlighted by the rapporteur, one positive and one negative.","Jeg opridser to af dem, ordføreren har allerede mindet om dem, en positiv og en negativ."
"The first is that important advances have been made in regional and social cohesion throughout the Union and that the Community Funds have been a major, although not decisive, factor in reducing regional inequalities.","Den første er, at der er opnået store fremskridt i den territorielle og sociale samhørighed i hele Unionens område, og at fællesskabsbidragene har været en vigtig, om end ikke altafgørende, faktor for formindskelsen af de regionale uligheder."
The negative conclusion is that the great effort made has been more efficient in harmonising the European regions' GDP and productivity than in harmonising its levels of unemployment.,"Den negative er, at den store indsats, der er gjort, var mere effektiv, hvad angår tilnærmelsen af BNP og produktiviteten i de europæiske regioner, end hvad angår deres beskæftigelsesniveau."
It is therefore necessary to link structural financing more closely to job creation.,Det er derfor nødvendigt at knytte den strukturelle finansiering tættere sammen med skabelse af arbejdspladser.
"This, Commissioner, is the first commandment for the coming period.","Det, hr. kommissær, er det første bud for den kommende periode."
"Thus, Mr President, I ask my fellow Members to approve this report and I ask the Commission, as other speakers have done, to take good note of the conclusions of their sixth periodic report when they address the programming for the period 2000-2006.","Jeg anmoder derfor, hr. formand, mine ærede kolleger om at vedtage denne betænkning, og jeg anmoder, ligesom andre kolleger har gjort det, Kommissionen om at være meget opmærksom på konklusionerne om dens sjette periodiske rapport i forbindelse med programmeringsperioden 2000-2006."
"Mr President, Commissioner, I would first like to thank the rapporteur for his excellent work and for having taken due account of the proposed amendments while the committee was debating it.",") Hr. formand, ærede kommissionsmedlem, ærede kolleger, til at starte med vil jeg takke ordføreren for et godt arbejde og også for nøgtern hensyntagen til ændringsforslag under udvalgsbehandlingen."
The sixth periodical report gives a basis for assessing the implementation of the Union' s regional policy aims.,Den sjette periodiske rapport skaber grundlag for evaluering af gennemførelsen af målsætninger for Unionens regionalpolitik.
"The report shows that growth has been uneven, despite all our efforts.","Rapporten viser, at væksten trods alle bestræbelser er ulige."
Very rapid growth is continuing in Central Europe.,En særdeles hurtig vækst fortsætter i de centrale dele af Europa.
"The strongest regional centres also continue to grow faster than the general European average, whereas many southern European and northern areas are developing considerably more slowly.","Den hurtige vækst i de stærkeste centre ligger fortsat over EU­gennemsnittet, mens flere østeuropæiske og nordlige regioner udvikler sig betydeligt langsommere."
We now require an in-depth analysis of why regional policy is not producing the desired result in all areas.,"Nu er der behov for en dybtgående analyse af, hvorfor regionalpolitikken ikke skaber det ønskede resultat i alle regioner."
"Is the reason bureaucracy or is it because insufficient notice has been taken of interregional differences, long distances, climates that are too cold or too hot, sparse populations and austere conditions?","Er årsagen bureaukrati, eller er der ikke taget tilstrækkelig højde for forskelle mellem regionerne, lange afstande, for koldt eller for varmt klima, tynd befolkning og barske forhold?"
How can the Union respond to the challenges of global development in a way that the less developed areas can remain a part of that development?,"Hvordan kan Unionen leve op til udfordringerne fra den globale udvikling, således at de svagest udviklede regioner kan holde trit med udviklingen?"
It is also important to discover what the effects of Union enlargement will be on Structural Funds and the development of the Union' s more remote areas.,Det er også vigtigt at gøre rede for virkningerne af unionsudvidelsen på strukturfonde og udviklingen i regionerne i Unionens yderste periferi.
The Member States must also bear in mind their responsibility.,Medlemsstaterne skal også huske deres ansvar.
Some Member States have been in breach of the principle of subsidiarity and cut national regional funds when regional aid coming via the Union has been increased.,"Nogle medlemsstater har krænket tiltagsprincippet og reduceret de nationale regionale midler, når den regionale støtte fra Unionen er vokset."
