Danish,English
"= 24 cm (undtagen med indbygget beskyttelseståkappe af metal og undtagen sportsfodtøj og ortopædisk fodtøj)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Herrefodtøj, som dækker anklen og læggen, med ydersål og overdel af læder, med længste indvendige mål >= 24 cm (undtagen med indbygget beskyttelseståkappe af metal og undtagen sportsfodtøj og ortopædisk fodtøj)","= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Men's footwear with outer soles and uppers of leather, covering the ankle and calf, with in-soles of >= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)"
"= 24 cm (undtagen med indbygget beskyttelseståkappe af metal og undtagen sportsfodtøj og ortopædisk fodtøj)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Herrefodtøj, som dækker anklen, men ikke nogen del af læggen, med ydersål og overdel af læder, med mindste indvendige mål >= 24 cm (undtagen med indbygget beskyttelseståkappe af metal og undtagen sportsfodtøj og ortopædisk fodtøj)","= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Men's footwear with outer soles and uppers of leather, covering the ankle but not the calf, with in-soles of >= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)"
"= 24 cm (undtagen med indbygget beskyttelseståkappe af metal og undtagen sportsfodtøj og ortopædisk fodtøj)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Damefodtøj, som dækker anklen og læggen, med ydersål og overdel af læder, med længste indvendige mål >= 24 cm (undtagen med indbygget beskyttelseståkappe af metal og undtagen sportsfodtøj og ortopædisk fodtøj)","= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Women's footwear with outer soles and uppers of leather, covering the ankle and calf, with in-soles of >= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)"
"= 24 cm (undtagen med indbygget beskyttelseståkappe af metal og undtagen sportsfodtøj og ortopædisk fodtøj)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Damefodtøj, som dækker anklen, men ikke nogen del af læggen, med ydersål og overdel af læder, med længste indvendige mål >= 24 cm (undtagen med indbygget beskyttelseståkappe af metal og undtagen sportsfodtøj og ortopædisk fodtøj)","= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Women's footwear with outer soles and uppers of leather, covering the ankle but not the calf, with in-soles of >= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)"
"= 24 cm (undtagen med overdel af remme af læder, der går over vristen og omkring storetåen)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Herrefodtøj med ydersål og overdel af læder, med forblad af remme eller med en eller flere udskæringer, med samlet højde af hæl og sål på <= 3 cm og med længste indvendige mål >= 24 cm (undtagen med overdel af remme af læder, der går over vristen og omkring storetåen)","= 24 cm in length (excl. with uppers which consist of leather straps across the instep and around the big toe)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Men's footwear with outer soles and uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm, with in-soles of >= 24 cm in length (excl. with uppers which consist of leather straps across the instep and around the big toe)"
"= 24 cm (undtagen med overdel af remme af læder, der går over vristen og omkring storetåen)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Damefodtøj med ydersål og overdel af læder, med forblad af remme eller med en eller flere udskæringer, med samlet højde af hæl og sål på <= 3 cm og med længste indvendige mål >= 24 cm (undtagen med overdel af remme af læder, der går over vristen og omkring storetåen)","= 24 cm in length (excl. with uppers which consist of leather straps across the instep and around the big toe)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Women's footwear with outer soles and uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm, with in-soles of >= 24 cm in length (excl. with uppers which consist of leather straps across the instep and around the big toe)"
"= 25 mm, men < 80 mm, med indhold af nikkel på < 2,5 vægtprocent"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Stænger af rustfrit stål, kun koldtbehandlede, med cirkulært tværsnit af diameter >= 25 mm, men < 80 mm, med indhold af nikkel på < 2,5 vægtprocent","= 25 mm but < 80 mm and containing by weight < 2,5% nickel"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Bars and rods of stainless steel, not further worked than cold-formed or cold-finished, of circular cross-section measuring >= 25 mm but < 80 mm and containing by weight < 2,5% nickel"
"= 25 mm, men < 80 mm, med indhold af nikkel på >= 2,5 vægtprocent"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Stænger af rustfrit stål, kun koldtbehandlede, med cirkulært tværsnit af diameter >= 25 mm, men < 80 mm, med indhold af nikkel på >= 2,5 vægtprocent","= 25 mm but < 80 mm and containing by weight >= 2,5% nickel"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Bars and rods of stainless steel, not further worked than cold-formed or cold-finished, of circular cross-section measuring >= 25 mm but < 80 mm and containing by weight >= 2,5% nickel"
"= 25 vægtprocent, men < 55 vægtprocent (undtagen lim i detailsalgspakninger af nettovægt <= 1 kg)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Lim med indhold af stivelse, dextrin eller anden modificeret stivelse på >= 25 vægtprocent, men < 55 vægtprocent (undtagen lim i detailsalgspakninger af nettovægt <= 1 kg)","= 25% but < 55% starches, dextrins or other modified starches by weight (excl. those put up for retail sale and weighing net <= 1 kg)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Glues containing >= 25% but < 55% starches, dextrins or other modified starches by weight (excl. those put up for retail sale and weighing net <= 1 kg)"
"= 25 vægtprocent"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Vinbærme med et totalt alkoholindhold på <= 7,9% mas og et tørstofindhold på >= 25 vægtprocent","= 25% by weight"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Wine lees, having a total alcoholic strength of <= 7,9% mas and a dry matter content >= 25% by weight"
"= 25 vægtprocent)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Vinbærme (undtagen med et totalt alkoholindhold på <= 7,9% mas og et tørstofindhold på >= 25 vægtprocent)","= 25% by weight)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Wine lees (excl. wine lees having a total alcoholic strength of <= 7,9% and a dry matter content of >= 25% by weight)"
"= 3 mm og med indhold af nikkel på < 2,5 vægtprocent"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Fladvalsede produkter af rustfrit stål, af bredde < 600 mm, kun koldtvalsede, af tykkelse >= 3 mm og med indhold af nikkel på < 2,5 vægtprocent","= 3 mm and containing by weight < 2,5% nickel"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm and containing by weight < 2,5% nickel"
"= 3 mm og med indhold af nikkel på >= 2,5 vægtprocent"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Fladvalsede produkter af rustfrit stål, af bredde < 600 mm, kun koldtvalsede, af tykkelse >= 3 mm og med indhold af nikkel på >= 2,5 vægtprocent","= 3 mm and containing by weight >= 2,5% nickel"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm and containing by weight >= 2,5% nickel"
"= 3 mm og med maskestørrelse >= 100 cm²)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Trådnet og trådgitter, af jern- eller ståltråd, sammensvejset i berøringspunkterne, forzinket (undtagen af tråd med største tværmål >= 3 mm og med maskestørrelse >= 100 cm²)","= 3 mm and having a mesh size of >= 100 cm²)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated with zinc (excl. products of wire with a maximum cross-sectional dimension of >= 3 mm and having a mesh size of >= 100 cm²)"
"= 3 mm og med maskestørrelse >= 100 cm² og undtagen forzinket)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Trådnet og trådgitter, af jern- eller ståltråd, sammensvejset i berøringspunkterne (undtagen af tråd med største tværmål >= 3 mm og med maskestørrelse >= 100 cm² og undtagen forzinket)","= 3 mm and having a mesh size of >= 100 cm², and grill, netting and fencing plated or coated with zinc)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Grill, netting and fencing, of iron or steel wire, welded at the intersection (excl. products of wire with a maximum cross-sectional dimension of >= 3 mm and having a mesh size of >= 100 cm², and grill, netting and fencing plated or coated with zinc)"
"= 3 mm, men < 6 mm, af rektangulær eller kvadratisk form (undtagen malet, lakeret eller overtrukket med plast og undtagen strækmetal)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Plader og bånd, af aluminiumlegeringer, af tykkelse >= 3 mm, men < 6 mm, af rektangulær eller kvadratisk form (undtagen malet, lakeret eller overtrukket med plast og undtagen strækmetal)","= 3 mm but < 6 mm, square or rectangular (excl. such products painted, varnished or coated with plastics)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Plates, sheets and strip, of aluminium alloys, of a thickness of >= 3 mm but < 6 mm, square or rectangular (excl. such products painted, varnished or coated with plastics)"
"= 3 mm, men < 6 mm, af rektangulær eller kvadratisk form (undtagen malet, lakeret eller overtrukket med plast og undtagen strækmetal)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Plader og bånd, af ulegeret aluminium, af tykkelse >= 3 mm, men < 6 mm, af rektangulær eller kvadratisk form (undtagen malet, lakeret eller overtrukket med plast og undtagen strækmetal)","= 3 mm but < 6 mm, square or rectangular (excl. such products painted, varnished or coated with plastics)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Plates, sheets and strip, of non-alloy aluminium, of a thickness of >= 3 mm but < 6 mm, square or rectangular (excl. such products painted, varnished or coated with plastics)"
"= 3, skoldet"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Sleben ris, også poleret eller glaseret, langkornet, med et forhold mellem kornets længde og bredde >= 3, skoldet","= 3, parboiled, whether or not polished or glazed"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Wholly milled long grain rice, length-width ratio >= 3, parboiled, whether or not polished or glazed"
"= 30 vægtprocent, men < 50 vægtprocent, herunder invertsukker beregnet som saccharose"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Honningkager og lignende, også tilsat kakao, med indhold af saccharose på >= 30 vægtprocent, men < 50 vægtprocent, herunder invertsukker beregnet som saccharose","= 30% but < 50% sucrose, incl. invert sugar expressed as sucrose"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Gingerbread and the like, whether or not containing cocoa, containing >= 30% but < 50% sucrose, incl. invert sugar expressed as sucrose"
"= 30 vægtprocent, men <= 50 vægtprocent (undtagen sæbe)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Vandige opløsninger med indhold af dinatrium alkyl[oxydi[benzensulphonat]] på >= 30 vægtprocent, men <= 50 vægtprocent (undtagen sæbe)","= 30% but <= 50% of disodium alkyl[oxydi\""benzenesulphonate\""] (excl. soaps)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Aqueous solution containing by weight >= 30% but <= 50% of disodium alkyl[oxydi""benzenesulphonate""] (excl. soaps)"
"= 30 vægtprocent, men <= 50 vægtprocent)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Organiske overfladeaktive stoffer, også i pakninger til detailsalg, anionaktive (undtagen sæbe samt vandige opløsninger med indhold af dinatrium alkyl[oxydi[benzensulphonat]] på >= 30 vægtprocent, men <= 50 vægtprocent)","= 30% but <= 50% of disodium alkyl[oxydi\""benzenesulphonate\""])"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Anionic organic surface-active agents, whether or not put up for retail sale (excl. soaps and aqueous solution containing by weight >= 30% but <= 50% of disodium alkyl[oxydi""benzenesulphonate""])"
"= 4 mikrometer, men <=20 mikrometer)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Polymerer af vinylidenchlorid, i ubearbejdet form (undtagen copolymerer af vinylidenchlorid og acrylonitril, i form af ekspanderbare kugler med en diameter på >= 4 mikrometer, men <=20 mikrometer)","= 4 but <= 20 micrometres)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Vinylidene chloride polymers, in primary forms (excl. copolymer of vinylidene chloride with acrylonitrile, in the form of expansible beads of a diameter of >= 4 but <= 20 micrometres)"
"= 4 mikrometer, men <=20 mikrometer"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Copolymerer af vinylidenchlorid og acrylonitril, i form af ekspanderbare kugler med en diameter på >= 4 mikrometer, men <=20 mikrometer","= 4 micrometres but <= 20 micrometres"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Copolymer of vinylidene chloride with acrylonitrile, in the form of expansible beads of a diameter of >= 4 micrometres but <= 20 micrometres"
"= 4 mm, men < 4,75 mm, uden reliefmønster"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Fladvalsede produkter, af jern eller ulegeret stål, af bredde <= 1.250 mm, ikke oprullet, kun varmtvalsede på fire flader eller i en lukket valsekaliber, ikke pletterede, belagte eller overtrukne, af tykkelse >= 4 mm, men < 4,75 mm, uden reliefmønster","= 4 mm but < 4,75 mm, without patterns in relief"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Flat-rolled products of iron or non-alloy steel, of a width of <= 1.250 mm, not in coils, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a thickness of >= 4 mm but < 4,75 mm, without patterns in relief"
"= 4,5 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Kirsebær, tilberedt eller konserveret, ikke tilsat alkohol og ikke tilsat sukker, i pakninger af nettovægt >= 4,5 kg","= 4,5 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Cherries, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content >= 4,5 kg"
"= 4,75 mm (undtagen universalstål)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Fladvalsede produkter, af jern eller ulegeret stål, af bredde < 600 mm, kun varmtvalsede, ikke pletterede, belagte eller overtrukne, af tykkelse >= 4,75 mm (undtagen universalstål)","= 4,75 mm (excl. \""wide flats\"")"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm (excl. ""wide flats"")"
"= 4,75 mm, men <= 10 mm, uden reliefmønster"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Fladvalsede produkter, af jern eller ulegeret stål, af bredde <= 1.250 mm, ikke oprullet, kun varmtvalsede på fire flader eller i lukket valsekaliber, ikke pletterede, belagte eller overtrukne, af tykkelse >= 4,75 mm, men <= 10 mm, uden reliefmønster","= 4,75 mm but <= 10 mm, without patterns in relief"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Flat-rolled products of iron or non-alloy steel, of a width of <= 1.250 mm, not in coils, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a thickness of >= 4,75 mm but <= 10 mm, without patterns in relief"
"= 4,75 mm"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Fladvalsede produkter af rustfrit stål, af bredde < 600 mm, kun varmtvalsede, af tykkelse >= 4,75 mm","= 4,75 mm"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of >= 4,75 mm"
"= 40 cm"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Sække og poser, af papir, pap, cellulosevat eller cellulosefiberdug, af bredde i bunden >= 40 cm","= 40 cm"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having a base of a width of >= 40 cm"
"= 40 cm)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Sække og poser, herunder kræmmerhuse, af papir, pap, cellulosevat eller cellulosefiberdug (undtagen sække og poser af bredde i bunden >= 40 cm)","= 40 cm, and record sleeves)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres (excl. those having a base of a width of >= 40 cm, and record sleeves)"
"= 40 g pr. m², men < 60 g pr. m², i.a.n."",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Papir og pap, ikke belagt, af den art der anvendes til skrivning, trykning eller anden grafisk brug, samt ikke perforeret papir til hulkort og hulbånd, i ruller af uanset størrelse, træfrit eller med indhold af mekanisk træmasse eller kemisk-mekanisk træmasse på <= 10 vægtprocent af den samlede fibermængde, af vægt >= 40 g pr. m², men < 60 g pr. m², i.a.n.","= 40 g but < 60 g/m², n.e.s."",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, and weighing >= 40 g but < 60 g/m², n.e.s."
"= 40 vægtprocent"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Presserester fra vindruer, af den art der anvendes som dyrefoder, også i form af piller ""pellets"", med et totalt alkoholindhold på <= 4,3% mas og et tørstofindhold på >= 40 vægtprocent","= 40% by weight"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Grape marc, of a kind used in animal feeding, whether or not in the form of pellets, having a total alcoholic strength of <= 4,3% mas and a dry matter content of >= 40% by weight"
"= 40 vægtprocent)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Presserester fra vindruer, af den art der anvendes som dyrefoder (undtagen med et totalt alkoholindhold på <= 4,3% mas og et tørstofindhold på >= 40 vægtprocent)","= 40% by weight)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Grape marc, of a kind used in animal feeding, whether or not in the form of pellets (excl. grape marc having a total alcoholic strength of <= 4,3% mas and a dry matter content of >= 40% by weight)"
