Danish,English
Stednavne og gadenavne,Place names and street names
Stednavne i land- og søkort kan ofte være budskaber om forsvundne sømærker.,Place names on maps and charts can often give an indication of lost navigation marks.
Stednavne fortæller historier,Place names tell a story
Byggested: Danmark,Place of construction: Denmark
Byggested: Vestnorge,Place of construction: Western Norway
"Placeret på tofterne mellem tjæret tovværk og egetræ, tager rejsen og foredraget sin begyndelse samme sted, som den 60 mand store besætning startede deres dramatisk sejlads.","Placed on the thwarts between tarred cordage and oak, the voyage and the lecture begin at the same location as the 60-man crew began their dramatic voyage."
Byens placering og udseende,Placement of the city
Planlæg en vikingeby.,Plan a Viking town.
"Plan over de bevarede planker i Skuldelev 5, farvelagt efter træsort.","Plan of the preserved planks of Skuldelev 5, coloured by wood species."
Plan over Skuldelevfundet.,Plan of the Skuldelev find.
Planen lige nu er at smutte …,Planen lige nu e…
I 1600-tallet har man brugt bredere planker end i dag.,Plank widths were broader in the 17th century than they are now.
Bordplanker,Planks
Plankerne var dermed så bløde og smidige at de let kunne vrides i facon uden kogning eller dampning.,Planks so produced are soft and pliable; they can easily be twisted into position without boiling or steaming.
"Styrken i plankerne, bundstokkende, knæene mv. er stor, fordi de alle følger træets fiber.","Planks, floor timbers, knees etc. have great strength because they follow the tree's fibres."
"Styrken i plankerne, bundstokkende, knæene mv. er stor, fordi de alle følger træets fiber.","Planks, floor timbers, knees etc. have great strength because they follow the tree’s fibres."
Leg som vikingerne,Play like a Viking
"Spil ""SEASTALLION ATTACK"" her på hjemmesiden, hvor du bl.",Play the game ”SEA STALLION ATTACK” here on the website.
"Spil rollespillet Kampen om England, der handler om Slaget ved Hastings!",Play the role-play The Battle for England which deals with the Battle of Hastings
Check venligst selv regler.,Please check the rules yourself.
"VIGTIGT: Hvis du efter ansøgning ikke får en mail med et link hvor du skal bekræfte din mail, så er der et teknisk problem, i så fald skriv til havhingsten(at)live.dk","Please note that after you have finalized your application you should get a mail with a confirmation link, if you do not get this mail there are a technical error, in that case write a mail to: havhingsten(at)live.dk"
"Så kom ned og vær med og få en snak med de besætningsmedlemmer, som skal stå alle strabadserne igennem”.","Please, come and join us and talk to the members of the crew, who are going to endure all the hardships."""
Plot positionerne omkring vendingerne ud i et koordinatsystem og notér farten ved hvert punkt.,Plot the positions around the turns on a co-ordinate system and note the speed at each point.
"Både politisk, ideologisk og økonomisk havde skibet en central rolle, og i datidens militære operationer, som er emnet for denne bog, var skib og bevæbnet mandskab grundlæggende midler til at opnå militære mål.","Politically, ideologically and economically the ship played a central role, and in the military operations, which are the subject of this book, the ship and its armed crew were the fundamental means of achieving military goals."
"Bagbord halse og styrbord halse betyder, at halsen er gjort fast i den pågældende side (som er den side vinden kommer fra).",Port tack and starboard tack means that the tack has been secured to the side in question (which is the side the wind is coming from).
"- Bærbar GPS, permanent forsynet med 12 V-batteri","Portable GPS, permanently connected to a 12 V battery"
"Muligvis af de kvæstelser han pådrog sig, da han forfulgte Svend efter et slag på Sjælland og efter sigende faldt af hesten.","Possibly from the injuries he received when pursuing Svein after a battle on Zealand, where he according to legend fell of his horse."
Porto:,Postage:
Plakater og papirvarer,Posters and Stationary
"Keramik (skåle, fade og kander) blev importeret fra Sydengland, og de havde også handelsforbindelser med Nordvestfrankrig.","Pottery was imported from the south of England, and trade links were also maintained with north-west France."
"Øvelse, øvelse og atter øvelse er forudsætningen for alt godt håndværk.","Practice, practice and more practice is a prerequisite for all good craftwork."
Jollepram fra Fejø,Pram dinghy from Fejø
"Forarbejdet til det estiske projektet begyndte allerede i 2014, så dimensionerne på deres båd var afgjort af de materialer, de havde anskaffet.","Preparation for the project had already started in 2014, so by the time the working drawings for the Gislinge Boat were released for download, the dimensions of their boat had been determined by the materials they had acquired."
Udarbejdelses af tegninger og modeller,Preparation of drawings and models.
Forberedelserne til næste uges sejlads over Nordsøen i gang,Preparations for next week's voyage across the North Sea are under way.
Præsentationsvideo af den lille båd fra Gokstad,Presentation video of the small boat from Gokstad
Pressefotos: bådebygning og andet håndværk,Press photos: Boat building and craftwork
Pressefotos: Sejlads på fjorden,Press photos: Sailing on the fjord
Pressefotos: Aktuelle særudstillinger,Press photos: Special exhibitions
Pressefotos: sommer- og ferieaktivitete,Press photos: Summer activities
Pressefotos: Sommer- og ferieaktiviteter,Press photos: summer activities
Pressefotos: Havhingsten fra Glendalough,Press photos: The Sea Stallion from Glendalough
"Genoptryk af Søren Thirslunds ""Viking Navigation""","Press release - Reprint of ""Viking Navigation"" by Søren Thirslund"
"Pressemeddelelse - Genoptryk af Søren Thirslunds ""Viking Navigation""","Press release - Reprint of ""Viking Navigation"" by Søren Thirslund"
Tryk dem flade.,Press them flat.
Pressefotos: Havhingsten fra Glendalough,Presse photos: The Sea Stallion from Glendalough
"Man må formode, at sår og skader efter kampe var noget man kunne behandle på krigsskibene, ligesom vabler og søsyge har været en naturlig del af sejladsen.","Presumably wounds and injuries from battles were treated on board the warships, and blisters and seasickness were just a natural part of the voyage."
Næste ›,Previous
Tidligere udstillinger på Vikingeskibsmuseet,Previous exhibitions at the Viking Ship Museum
Forrige Næste,Previous Next
Tidligere projekter,Previous projects
Tidligere forskningsprojekter,Previous research projects
Tidligere på Vikingeskibsmuseets bådeværftet,Previously at the Viking Ship Museums Boatyard
"Prisen er 225,00 DKK pr. person.",Price for the weekend buffet is 225.00 DKK per. person.
Pris pr. time: 3500 DKK pr. gruppe + entrébillet pr. detager,"Price per hour: 3,500 DKK per group + admission charge per participant"
Pris:,Price:
Pris: 1000 DKK pr gruppe + entrébillet pr. deltager,"Price: 1,000 DKK per group + admission charge per participant"
"Pris: 2120 kr. pr. deltager inkl. entré, frokost, materialer, lån af værktøj, omvisning og kaffe.","Price: 2120 DKK per participant incl. admission fee, lunch, materials, loan of tools, a guided tour and coffee,"
Pris: 675 kr. pr. deltager.,Price: 675 kr. per participant
"Pris: 1050,00 DKK pr. deltager inkl. madpakke og vand","Price: DKK 1050,00 DKK per person incl. lunch and mineral water."
Pris: 399 kr.,Price: DKK 399.
Pris: 675 kr pr. deltager.,Price: DKK 675
"Pris pr. kursus: DKK 675,- pr. deltager",Price: DKK 675 per person.
"Pris: DKK 675,- pr. deltager",Price: DKK 675 per person.
Pris: Gratis,Price: Free of charge
Priser og reproduktionsbetingelser,Prices and terms for reproduction
"Jigmy Y. Thinley er den første demokratisk valgte premierminister i Bhutan, der er et af de yngste demokratier i verden.","Prime Minister Jigmy Y. Thinley is the first democratically elected prime minister of Bhutan, one of the youngest democracies in the world."
Prins Henrik stillede sig ved mastegaflen – og så blev hele Havhingstens besætning vinket ned til skibet af sikkerhedsvagterne.,Prince Henrik stood at the rutter - and then the entire crew were allowed on board by security.
Tryk: Colorgruppen A/S,Print: Colorgruppen A/S
Tryk: Vangsgaard A/S,Print: Vangsgaard A/S
"Inden sejladsen har sygeplejersken været med til, at skrive en beredskabsplan, hvoraf det fremgår hvordan tilskadekomne skal behandles i tilfælde af ulykke om bord.",Prior to a voyage the nurse participates in formulating a plan for how the injured are to be treated in the event of an emergency or if the ship should sink.
"Inden afrejsen og ombord gjaldt forskellige regler om, hvad hver især f.eks. skulle medbringe og hvordan man organiserede sig ombord.",Prior to departure and on board different laws were in force concerning for example what each person should take with them and how they were organised on board.
Frem mod afsejling søndag den 1. juli er fokus især rettet mod sikkerheden om bord.,Prior to the departure Sunday July 1st special attention will be paid to safety onboard.
"Inden Havhingstens første togt i 2006 havde hovmestrene en stor opgave foran sig med, at arrangere skibets kabys (køkkenet).",Prior to the Sea Stallion's first voyage to Norway in 2006 the stewards were responsible for organising the galley (kitchen) on board.
"Privat ulykkes-, ansvar- og livsforsikring","Private accident, liability and life insurance"
"Privat brug,",Private use
Prisvindende musikere,Prize-winning musicians
Prisbelønnet magasin,Prized magazine
Mest kuriøs er måske formålsparagraffen om at bevare den danske hønsehund som race.,Probably the most curious paragraph is the one about the protection of the Danish chicken dog as a race.
"Det vel nok simpleste instrument til måling af hastighed er observation af den tid, det tager at passere en genstand.",Probably the simplest instrument for measuring speed is an observation of the time it takes to pass an object.
Fremstilling af køl og stævn,Producing the keel and stems for the Gislinge Boat
Fremstilling af køl og stævn til Gislingebåden,Producing the keel and stems for the Gislinge Boat
Fremstilling af planker begyndte I starten af juni med kløvning af ege stammen.,"Production of the planks began at the start of June, with the cleaving of the oak."
Produktion: Vikingeskibsmuseet,Production: The Viking Ship Museum
Professor Niels Lund fortæller mere om den fordrevne engelske kongefamilie og deres transportmuligheder på Nordsøen…,Professor Niels Lund tells us more about the ousted English royal family and their options with regard to crossing …
Program for sankthansaften på Vikingeskibsmuseet,Programme for Saint John’s Eve at the Viking Ship Museum
Program for weekenden,Programme for the weekend
Program,Programme:
Projektansvarlig: Museumsinspektør Morten Johansen,"Project leader: Curator, Morten Johansen"
Projektansvarlig: Museumsinspektør Morten Ravn,"Project leader: Curator, Morten Ravn"
Projektansvarlig: Direktør Tinna Damgård-Sørensen,"Project leader: Director, Tinna Damgård-Sørensen"
Projektansvarlig: Skibsrekonstruktør Vibeke Bischoff,"Project leader: Ship reconstructor, Vibeke Bischoff"
Projektansvarlig: Teamleder Anne C. Sørensen,Project leader: Team leader Anne C. Sørensen
"Projektansvarlige: Museumsinspektør Frederik Hyttel, museumsinspektør Morten Johansen og museumsinspektør Mikkel Thomsen","Project leaders: Curator, Frederik Hyttel, curator, Morten Johansen and curator, Mikkel Thomsen"
Ofte udføres projekterne i samarbejde med andre forskningsinstitutioner.,Projects are often conducted in collaboration with other research institutions.
Sikring på stedet - In situ bevaring,Protection without removal - in situ preservation
"Provector leverer et fleksibelt og driftstabilt produkt, og siden starten har systemet sendt podcasts ud til seerne mere end 238.000 gange!","Provector delivers a flexible and reliable product, and since its inception, the system has delivered podcasts to viewers more than 238,000 times!"
Oprindelse:,Provenance:
Provianten klar til turen over Nordsøen.,Provisions ready for crossing the North Sea
"Publikumsformidling, undervisning, sejlads og booking","Public activities, educational activities, sailing and booking"
"Publikumsformidling, undervisning, sejlads og booking","Public activities, learning activities, sailing and booking"
"Det er publikumsformidlingsteamet, der sørger for at publikumsaktiviteter, omvisninger, håndværksformidlere osv. bliver planlagt og udført.","Public activities, which ensures that public activities, tours, crafts, etc. are being planned and performed."
Offentlig støtte,Public support
Publiceringskanal: Fagfællebedømt monografi i Vikingeskibsmuseets skriftserie Ships and Boats of the North.,Publication: Peer-reviewed monograph in the Viking Ship Museum’s series ‘Ships and Boats of the North’.
Publiceringskanal: Fagfællebedømt og international konferenceberetning efter seminaret: 34th Interdisciplinary Viking Symposium: Vikings in the Baltic.,Publication: Peer-reviewed paper to the proceedings of the seminar: 34th Interdisciplinary Viking Symposium: Vikings in the Baltic.
Publiceringskanal: Forskningsrapport,Publication: Research report
Publiceringskanal: Temabog fra Vikingeskibsmuseet.,Publication: Theme Book from the Viking Ship Museum.
Publikationer,Publications
Publikationer fra Vikingeskibsmuseets forlag,Publications by the Viking Ship Museum
Bogen er udgivet i fællesskab af Vikingeskibsmuseet og Nationalmuseet i samarbejde med Hjortspringbådens Laug.,Published by the Viking Ship Museum and the National Museum of Denmark.
Bogen er udgivet i fællesskab af Vikingeskibsmuseet og Nationalmuseet.,Published by the Viking Ship Museum and the National Museum of Denmark.
Bogen er udgivet af Vikingeskibsmuseet i samarbejde med Nationalmuseet og Kertemindeegnens Museer.,Published by the Viking Ship Museum in collaboration with the National Museum of Denmark and Kertemindeegnens Museer.
Bogen er udgivet af Vikingeskibsmuseet.,Published by the Viking Ship Museum.
Publiceret december 2007,Published December 2007
Publiceret februar 2008,Published February 2008
Publiceret januar 2008,Published January 2008
Publiceret juli 2005,Published July 2005
Publiceret juni 2004,Published June 2004
Publiceret marts 2008,Published March 2008
Publiceret november 2006,Published November 2006
Publiceret oktober 2006,Published October 2006
Publiceret september 2004,Published September 2004
"Forlag: Vikingeskibsmuseet i Roskilde, 2016","Publisher: Vikingeskibsmuseet i Roskilde, 2016"
Puck 2 - et slavisk langskib,Puck 2 - a Slavic longship
Udgravningsplan over Puck 2.,Puck 2 excavation plan.
"Her er Puck 2 bemærkelsesværdigt, fordi det har et kølsvin, der minder meget om tilsvarende skandinaviske kølsvin.","Puck 2 is remarkable in this respect as it has a keelson, which resembles closely corresponding Scandinavian keelsons."
Puck 2 er vraget af et langskib.,Puck 2 is the wreck of a longship.
Da Puck 2 blev bygget var kontakterne mellem skandinaver og den slaviske befolkning syd for Østersøen tætte.,Puck 2 was built at a point in time when contacts between Scandinavians and the Slavic population south of the Baltic were close.
Tag et vikingeskib i lommen,Put a Viking ship in your pocket
Tag et vikingeskib i lommen - 29.08.2009 08:32,Put a Viking ship in your pocket - 29.08.2009 08:32
"Dronning Margrethes og Prins Henriks Fond har bevilget 30.000 kroner til støtte for forskningspublikationen ""Large Cargo Ships in Danish Waters 1000-1250"".","Queen Margrethe and Prince Henrik's Foundation has granted DKK 30,000 to support the research publication ""Large Cargo Ships in Danish Waters 1000-1250."""
Sidst i oktober kommer Dronning Margrethe til Roskilde for at indvie den nye kongeport i Domkirken.,Queen Margrethe will come to Roskilde at the end of October to inaugurate the new royal entrance at Roskilde Cathedral.
Citat:,Quote:
"Citat: - i en søstad i hans rige, som var meget skikket dertil ?, Slesvig er dens navn, hvor købmænd kom til fra alle kanter, tillod han ham (Ansgar) at bygge en kirke, indrømmede ham et sted, hvor præsten kunne bo, og gav tillige den tilladelse: at hvem i hans rige der ville måtte blive en kristen.","Quote: - at a seaport in his kingdom, which was very suited to it ?., Schleswig is its name, to where merchants from all regions came, he allowed him (Ansgar) to build a church, granted him a place where the priest could live, and also gave this permission: that anybody in his kingdom who wished to do so was allowed to become a Christian."
"Citat: Kong Harald hørte om dette, og han samlede en stor hær og gik imod ham ved det grå æbletræ, og Vilhelm gik imod ham og overraskede ham, før hans hær var parat…","Quote: King Harold heard this, and he gathered a great army and went against him by the grey, old apple tree, and William went against him and surprised him before his army was ready…."
"Citat: Måtte Herren i dag dømme mellem Vilhelm og mig, og måtte Han undsige, hvem af os, der har ret.","Quote: May the Lord today judge between William and I, and may He declare who of us is right."
"Citat: The pagans were driven from Ireland, from the longphort of Dubh Linn; and they abandoned a good number of ships and escaped half dead, after they had been wounded and broken.","Quote: The pagans were driven from Ireland, from the longphort of Dubh Linn; and they abandoned a good number of ships and escaped half dead, after they had been wounded and broken."
"Citat: ""Der var samlet mange folk til dette arbejde.",Quote: “A lot of people were gathered for this work.
"Citat: ""Hver dag, tidligt om morgenen, bringer en af slavinderne et stort kar med vand og giver det til sin herre, som vasker sine hænder, sit ansigt og sit hår i det.","Quote: “Every day, early in the morning, one of the slave girls brings in a large dish of water and gives it to her master, who washes his hands, face and hair in it."
"Når den første er færdig bærer slavinden karret videre til den næste, der fortsætter som den første, hvorefter hun bærer det fra den ene til den anden, indtil det har været hele raden rundt.","Quote: “Every day, early in the morning, one of the slave girls brings in a large dish of water and gives it to her master, who washes his hands, face and hair in it."
"Citat: ""Alle skibsfolkene havde også drik sammen; der skulle nemlig stå et kar med låg, hvori drikken var, men drikken havde man ellers i mindre tønder, hvorfra den fyldtes i karret, når det var tomt.""","Quote: “The whole crew also drank together; there had to be a lidded trough in which the drink was kept, but drink was also stored in smaller barrels, from which the trough was filled when it was empty.”"
Spunningsstævn og trappestævn,rabbeted stem and stepped stem
"Kulstof-14 datering er baseret på at undersøge henfaldet af det ustabile radioaktive kustof-isotop C-14, der findes i alt organisk materiale.",Radiocarbon (14C) dating is based on the rate of decay of the unstable radioactive carbon isotope 14C present in all organic material.
Raffaello bruger tengselen til at hugge de indvendige krumme sider.,Raffaello uses an adze to hew the curved internal sides.
Samler penge ind,Raising Money
Det er relativt tungt at hejse sejlet.,Raising the sail is relatively heavy work.
Rejsning af stævne,Raising the stems
Ramsløg-marineret ristet kyllingbryst,Ramson-marinated chicken breast
Rana (til venstre) og Roar Ege på bådeværftets bedding.,Rana (on the left) and Roar Ege at the boatyard.
Rana er 122 år og tidens tand har sat sine spor på skroget.,Rana is 122 years old and the years have taken their toll on the hull.
Båden fører råsejl og topsejl.,Rana is rigged with a square sail and topsail.
Sjældent fund af undersøisk boplads fra ældre stenalder,Rare underwater find of Mesolithic settlement
"Hindbær, jordbær, blåbær og brombær","Raspberries, strawberries, bilberries and blackberries"
"Det var en hverdags-båd, som repræsenterede almindelige folk i middelalderens samfund - en gruppe, der ofte bliver overset i historiske fortællinger.","Rather, it was an everyday boat that represents the ordinary members of Middle Age society - a group often overlooked in historical narratives."
"Det var en hverdags-båd, som repræsenterede almindelige folk i middelalderens samfund – en gruppe, der ofte bliver overset i historiske fortællinger.","Rather, it was an everyday boat that represents the ordinary members of Middle Age society – a group often overlooked in historical narratives."
"Rathlin Island ligger ud for Irlands nordvestlige hjørne og er det første man ser af Irland, når man kommer sejlende langs vestkysten af Skotland.",Rathlin Island is located off the north west corner of Ireland and would be the first Irish landfall for seafarers travelling south along the west coast of Scotland.
Stedet siges at have været den mest betydelige havn ved floden Humber omkring 1300.,Ravenspurgh is said to have been the most considerable port on the Humber around 1300.
Læs om filungar og bådebygger,Read about filungar and noat builder
"Læs om spisestedet 'Den Gyngende Hest', knive ombord og Radio Orkney",Read about knifes on board and Erik the Red.
Læs om Ladby her .,Read about Ladby here .
Læs mere om vores tilgang til Projekt Gislingebåd her...,Read about our approach to Project Gislinge Boat here...
Klik og læs om nutidens besætningsmedlemmer,Read about the crewmembers Today
Læs om Åledrivkvasens historie og baggrunden for at vi bygger en kvase på museets bådeværft.,Read about the history of the eel drifter and the reason why we built a smack at the museum’s boatyard.
"Læs også om forskningsplanen, rejse for pårørende og søsyge oombord...","Read about the Research plan, voyage for relatives and seasickness on board"
Læs artikler og se TV-indslag,Read articles and see web-tv reports
Logobogsnoter fra Skipper og Dagbog fra skibsskjalden,Read log-book notes from the ship's crew
Læs mere ...,Read more ...
Læs mere om Ottars sommertogt rundt i Isefjorden og op til Sjællands Odde her...,Read more about Ottar's voyage in Isefjorden and to Sjællands Odde here...
Læs mere om Roskilde 6 her .,Read more about Roskilde 6 here .
Læs mere om Saga Osebergs sommertogt til Roskilde her...,Read more about Saga Oseberg's voyage to l Roskilde here...
"Foto: Werner Karrasch, Vikingeskibsmuseet",Read more about the crewmembers Today
Læs mere om Gislingebådens skrog,Read more about the Gislinge Boat's hull
Læs mere om langskibet 'Havhingsten fra Glendaglough',Read more about the longship 'Sea Stallion from Glendaglough'
På vores hjemmeside kan du læse nærmere om projektet og mulighederne for at indgå partnerskabs-aftaler - det såkaldte Joint Adventure-projekt.,Read more about the project and your opportunity to be envolved in the so-called Joint Adventure on our website.
Læs mere om:,Read more about:
Læs mere: Portræt af Werner Karrasch,Read more: Werner Karrasch portrait
"Læs skipper Carsten Hvids svar til de mange, som har spurgt, hvorfor Havhingsten endnu ikke er sejlet fra England på dette link:",Read skipper Carsten Hvid’s answers to the many people who have asked why the Sea Stallion has not yet sailed from England on this link:
Læs de indsendte historier her:,Read the stories here:
"Læs teksten om Hedeby, Ribe, Roskilde og Århus og brug beskrivelserne af byerne til at lave en tegning eller en papmache model af en vikingeby med havn, kirke og handelsboder.","Read the texts on Haithabu, Ribe, Roskilde and Aarhus and use the descriptions of the towns as the basis for a drawing or a papier mâché model of a Viking town with a harbour, church and trading stalls."
Læs svarene her:,Read their answers here:
"Det bliver næsten som at være der selv… men man slipper for søsygen, lugten af sidemanden og hundevagten fra midnat til klokken fire om morgenen”.","Readers will almost feel like being on board, but are spared the sea sickness, the odour from the neighbour and the dogwatch from midnight to four in the morning”."
"Men læser man for eksempel i sagaerne, er det gang på gang beskrevet, hvordan de på vej op og ned ad de norske og islandske kyster ligger og venter på god bør.",Reading the sagas tells us time and again that they lay waiting for fair winds when sailing up and down the Norwegian and Icelandic coasts.
De samme data registreres (ved aflæsning af instrumenterne) jævnligt i logbogen.,Readings from the instruments will also be recorded in the ship's logbook.
"I virkeligheden kan det vise sig, at denne første fase er den nemmeste del.","Reality may well be that this first phase of the expedition turns out to be the easiest to overcome, however."
I den nordlige del af området fandtes omlejret bopladsflint og recente genstande.,Rebedded settlement flint and recent artefacts were found in the northern part of the area.
"De seneste års arkæologiske udgravninger ved Middelhavet og omkring Det Indiske Ocean nuancerer, der tidligere kun var kendt fra rejseberetninger.",Recent archaeological excavations near the Meditterranean and around the Indian Ocean have broadened our understanding of a world that was previously only known from accounts of voyages.
Senest har free-lance journalisten Alasdair Baverstock skrevet en artikel i The Guardian om sin dag til søs i lære som vikingeskibssejler.,"Recently, the freelance journalist Alasdair Baverstock, has written an article in The Guardian about his day at sea as an apprentice Viking ship sailor."
Rekonstrueret tværsnit af langskibet fra Hedeby havn,Reconstructed cross-section of the Haithabu Harbour longship.
Rekonstrueret tværsnit med meginhufr og stringere,Reconstructed cross-section with meginhufr and stringers.
"Rekonstrueret fra et gravfund fra Norge, dateret til vikingetid, år 850.","Reconstructed from a grave find from Norway, dated to the year 850 during the Viking Age."
At rekonstruere en træbåd fra tidlig middelalder i en digital tidsalder,Reconstructing a medieval wooden boat in a digital age
"Ved at gendanne fortidens genstande kommer vi tætter på fortidens samfund, og hvordan det blev organiseret.","Reconstructing artefacts from the past brings us closer to an understanding of past societies, and the way in which they were organised."
At rekonstruere vikingeskibenes sejl,Reconstructing the sails of Viking ships
Rekonstruktion,Reconstruction
"Rekonstruktion af den mindste skibsbåd fra Gokstadskibet i Norge, 895","Reconstruction of a ship's boat from the Gokstad ship in Norway, 895"
"Rekonstruktion af skibsbåd fra Gokstadskibet i Norge, 895","Reconstruction of a ship's boat from the Gokstad ship in Norway, 895"
"Rekonstruktion af lille gårdbåd fra tidlig middelalder, 1130 - 1150","Reconstruction of a small farm boat from the Early Middle Ages, 1130-1150"
Rekonstruktion af Dublin omkring år 1000.,Reconstruction of Dublin c. 1000 AD.
Rekonstruktion via computer og modeller.,Reconstruction via computer and models.
"Rekonstruktion: Erik Andersen, skrog og rig og Morten Gøthche, tegninger","Reconstruction: Erik Andersen, hull and rig and Morten Gøthche, drawings"
Dokumentation og rekonstruktion,Recording and modelling
"Opgørelsen over den kost, der indtages undervejs, vil gøre det muligt at give et billede af, hvor mange kalorier, det kræver at sejle et vikingeskib fra Roskilde til Dublin.",Records of the food consumed during the voyage will provide an indication of the number of calories required to sail a Viking ship from Roskilde to Dublin.
"Bjærgning af kobberkarret, der blev fundet ved det første dyk på skibsvraget.",Recovery of copper tub that was found at the first dives on the wreck.
Rødgrød med flødeskum og skovsyre,Red berry pudding with cream and wood sorrel
Blåt Silketørklæde med runer,Red Silk Scaff with runic print
Reduktion svarende til flere end 10% følger vilkår for aflysning.,Reduction equivalent to more than 10% follows terms for cancellation.
Reduktion i antal deltagere følger museets generelle vilkår.,Reduction in number of participants follows the museum's general terms.
Reduktion af deltagerantal svarende til færre end 10% accepteres uden omkostning frem til arrangementets start.,Reduction of number of participants corresponding to less than 10% is accepted free of charge up until the event begins.
Sivbåde 1990,Reedboats 1990
Rebet sejl N1,Reefed sails N1
Rebet sejl N1+Ø1,Reefed sails N1+Ø1
Rebet sejl Ø1,Reefed sails Ø1
Rebning,reefing
Litteratur,References
Af egentlige instrumenter kan der for vikingetidens vedkommende være tale om måling af:,"Regarding actual instruments, the Vikings may have been able to measure the following:"
"Regin kunne ikke slå Sigurd ihjel, men efter mange års eventyr ramte guldets forbandelse Sigurd, da hans egen bror Gunnar slog ham ihjel.","Regin couldn't kill Sigurd, but after several years of adventure the curse of the gold took effect, when Sigurd was killed by his own brother Gunnar."
"Reginalds tårn, som i dag er meget berømt i byen, kan være placeret på stedet, hvor der tidligere fandtes et vikingetårn.","Reginald's tower, an Anglo-Norman building, may have been the location of an earlier Viking tower."
"Reginalds tårn, Waterford, 1200-tallet.","Reginald's tower, Waterford city, thirteenth century."
Region Sjælland støtter Havhingstens hjemkomst,Region Sjælland is supporting the homecoming-event
Registrerings ID:,Registration ID:
Tilmelding: Tilmelding sker via museets booking: booking(at)vikingeskibsmuseet.dk eller tlf. 46 300 253.,Registration: You can register via the Museum's booking office:booking(at)vikingeskibsmuseet.dk or by telephone 46 300 253.
Reip er af dyrisk materiale og tov af plantefiber.,Reip is made of animal material and tog of plant fibres.
Relaterede Nyheder:,Related News:
"Slægtskab (se ovenfor): hvor tæt på begivenheden er forfatteren, og hvor troværdig er han så?","Relation (see above): how close to the event is the author, and how reliable does that make him?"
"Slægtskabsforhold: Er kilden tilsyneladende en førstehåndsberetning kaldes den en primær kilde (teknisk set bruger historikere dog også betegnelsen om en andenhåndsberetning, hvortil kilden er gået tabt).",Relation: If the source seems to be a first-hand account it is called a primary source (technically historians also use this term for second-hand accounts for which the source is lost).
Sikre udsigter fra øst,Reliable forecasts from the East
Øvrige der deltog i byggeriet:,Remaining participating in the building:
"Der blev fundet rester af en støtte mellem stævnforlængelserne, men disses oprindelige længde og afslutning kunne ikke bestemmes.",Remains of a support between the horns were found but the original lengths of these could not be determined with certainty.
"Når det blæser, er det koldere og vådere på vandet end på land.","Remember that it is always colder at sea than on land, especially in windy weather."
"Men husk, at fordi vi har fået Havhingsten til at fungere godt, betyder det ikke automatisk at vores tolkning af originalfundet, er ”sandheden” - men det kan ikke være helt ved siden af.","Remember that just because we have got the Sea Stallion to function well, that does not necessarily mean that our interpretation of the original find is “the truth” - but we can't be far off."
"Men husk, at fordi vi har fået Havhingsten til at fungere godt, betyder det ikke automatisk at vores tolkning af originalfundet, er ”sandheden” – men det kan ikke være helt ved siden af.","Remember that just because we have got the Sea Stallion to function well, that does not necessarily mean that our interpretation of the original find is “the truth” – but we can’t be far off."
Husk at lukke for vinduet - før du vælger et nyt billede.,Remember to close the window before opening a new picture.
Husk at skære et stegespid tykt nok.,Remember to make the roasting spit thick enough.
HUSK skyd aldrig efter nogen.,REMEMBER: Never aim at anyone.
"Reparation, restaurering og bådebygning efter bestilling","Repair, restoration and boat building after ordering"
"Reparationsplanke på Skuldelev 2, Tegning: Vibeke Bischoff","Repaired planks on Skuldelev 2, Drawing: Vibeke Bischoff"
"Reparationer, slitage og forældelse.","Repairs, wear and old age."
"Kopi af Frederikssundjolle, 1900","Replica of a Frederikssund dinghy, 1900"
"Kopi af Limfjordssjægte, 1902","Replica of a Limfjord skiff, 1902"
"Kopi af en langbåd fra en fransk fregat, 1796","Replica of a longboat from a French frigate, 1796"
"Model efter lille bronzefigur, fundet ved Akureyri på Island.","Replica of a small bronze figurine found near Akureyri, Iceland."
"Kopi af bronze statuette af guden Frej, fundet i Rällinge, Sverige.","Replica of Bronze figurine of Frey, found at Rällinge Sweden."
"Kopi af bronzefigur forestillende Odin den énøjede, Asernes konge.","Replica of Bronze figurine of Odin, the King of Gods found in Skåne, Sweden."
"Kopier af disse både bruges i dag i det internationale, maritime ungdomsprogram ""Atlantic Challenge"" der er en venskabelig kappestrid på sømandsmæssige færdigheder.","Replicas of these boats are still used in the international youth programme ""Atlantic Challenge"", an amicable competition in seamanship."
"Skibsafbildninger udgør en vigtig, men vanskelig kilde til vikingetidens langskibe.",Representations of ships form an important but difficult source for Viking-Age longships.
"Som en repræsentant for vikingetidens langskibe kan en sejladsmanual for Havhingsten sammenlignes med lignende manualer fra andre rekonstruktioner af vikingeskibe; handelsskibe, småbåde og andre råsejlsbåde fra denne periode.","Representing the longships of the Viking Age, such a manual could be compared with similar manuals from other reconstructions of Viking ships: trading ships, small boats and other square-rigged boats from this period."
Forskning,Research
Vikingeskibsmuseets forskning,Research at the Viking Ship Museum
Forskningen bag udstillingen,Research behind the exhibition
